"RID","ClustSeg","Easy_Reservation","Preferred_Seats","Flight_Options","Ticket_Prices","Seat_Comfort","Seat_Roominess","Overhead_Storage","Clean_Aircraft","Courtesy","Friendliness","Helpfulness","Service","Satisfaction","Recommend","Language","Smoker","Employment","Education","Marital","Sex","Age","Income","FlyAgain","FlyAgain2","Easy_Reservation.1","Preferred_Seats.1","Flight_Options.1","Ticket_Prices.1","Seat_Comfort.1","Seat_Roominess.1","Overhead_Storage.1","Clean_Aircraft.1","Courtesy.1","Friendliness.1","Helpfulness.1","Service.1"
580,"Seg7",8,3,8,8,6,8,6,8,9,9,7,7,6,5,,"No","Fully employed","Master's degree","Married","Male","65 to 74","$70000 to $79999","0","No","8","3","8","8","6","8","6","8","Strongly Agree","Strongly Agree","7","7"
581,"Seg3",7,6,5,8,9,9,8,9,9,9,9,9,9,8,"English","Yes","Fully employed",,"Married","Male","25 to 34","$50000 to $59999","1","Yes","7","6","5","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
582,"Seg8",9,8,9,7,7,5,5,5,9,7,6,6,6,7,"Spanish","No","Fully employed","No certificate, diploma or degree","Married","Female","25 to 34","$20000 to $29999","0","No","Strongly Agree","8","Strongly Agree","7","7","5","5","5","Strongly Agree","7","6","6"
583,"Seg7",7,5,3,7,9,8,7,8,9,8,8,9,8,5,"English","No","Employed part-time","No certificate, diploma or degree","Living common law","Female","65 to 74","$20000 to $29999","0","No","7","5","3","7","Strongly Agree","8","7","8","Strongly Agree","8","8","Strongly Agree"
584,"Seg1",9,9,7,9,7,5,5,7,7,8,9,9,9,6,"French","No","Not employed","Bachelor's degree","Married","Female","55 to 64","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","7","Strongly Agree","7","5","5","7","7","8","Strongly Agree","Strongly Agree"
585,"Seg6",9,8,9,7,7,6,7,8,9,9,9,9,9,9,"English","No","Employed part-time","High school diploma or certificate","Living common law","Male","24 or younger","$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","7","7","6","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
586,"Seg8",8,9,9,7,7,9,8,7,6,7,7,6,9,7,"English","No","Not employed","Bachelor's degree",,"Male","65 to 74","$200,000 or more","1","Yes","8","Strongly Agree","Strongly Agree","7","7","Strongly Agree","8","7","6","7","7","6"
587,"Seg6",9,9,8,7,6,9,8,8,9,8,7,9,7,9,"English",,"Employed part-time","College diploma","Married","Female","35 to 44","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","8","7","6","Strongly Agree","8","8","Strongly Agree","8","7","Strongly Agree"
588,"Seg6",9,9,9,7,9,9,8,9,9,9,9,8,9,9,,"No","Fully employed","College diploma","Married","Male","85 to 94",,"1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
589,"Seg7",9,2,5,4,7,9,7,9,9,9,9,9,9,8,"Spanish","No","Not employed","No certificate, diploma or degree","Married",,"75 to 84","$30000 to $39999","1","Yes","Strongly Agree","2","5","4","7","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
590,"Seg3",6,8,6,6,9,6,8,9,9,9,8,9,9,7,"French","No","Employed part-time","High school diploma or certificate","Married","Female","25 to 34","$90000 to $99999","1","Yes","6","8","6","6","Strongly Agree","6","8","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
591,"Seg1",8,9,8,9,7,6,6,8,9,8,9,8,8,7,"Italian","Yes","Not employed","Bachelor's degree","Separated, not living with a life partner","Male","35 to 44",,"0","No","8","Strongly Agree","8","Strongly Agree","7","6","6","8","Strongly Agree","8","Strongly Agree","8"
592,"Seg6",9,9,9,7,9,7,8,9,9,9,9,9,9,6,"English","No","Employed part-time","College diploma","Living common law","Male","24 or younger","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
593,"Seg1",7,9,6,8,7,7,1,6,5,9,9,9,8,6,"English","No","Fully employed","High school diploma or certificate","Living common law","Female","45 to 54","$20000 to $29999","0","No","7","Strongly Agree","6","8","7","7","Strongly Disagree","6","5","Strongly Agree","Strongly Agree","Strongly Agree"
594,"Seg3",9,9,6,7,9,8,9,9,9,9,9,9,9,5,"French","No","Fully employed","No certificate, diploma or degree","Living common law","Male","45 to 54","$175,000 to $199,999,","1","Yes","Strongly Agree","Strongly Agree","6","7","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
595,"Seg3",8,8,8,3,7,9,6,8,9,9,9,9,9,8,"English",,"Fully employed","College diploma","Married",,"24 or younger","$30000 to $39999","1","Yes","8","8","8","3","7","Strongly Agree","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
596,"Seg7",5,6,6,5,9,9,7,9,8,8,8,9,7,3,,"No","Not employed","Master's degree","Married","Male","45 to 54","$70000 to $79999","0","No","5","6","6","5","Strongly Agree","Strongly Agree","7","Strongly Agree","8","8","8","Strongly Agree"
597,"Seg6",8,9,8,9,9,9,6,9,9,8,9,8,9,6,"English","No","Not employed","High school diploma or certificate","Living common law","Male",,"$70000 to $79999","1","Yes","8","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree","8","Strongly Agree","8"
598,"Seg1",9,6,9,5,7,8,6,7,9,8,9,9,7,6,"French","No","Employed part-time","High school diploma or certificate",,"Male","24 or younger","$90000 to $99999","1","Yes","Strongly Agree","6","Strongly Agree","5","7","8","6","7","Strongly Agree","8","Strongly Agree","Strongly Agree"
599,"Seg3",9,9,5,6,9,8,8,9,9,9,9,9,9,9,"Spanish","No","Employed part-time","Bachelor's degree","Living common law","Female","35 to 44","$20000 to $29999","0","No","Strongly Agree","Strongly Agree","5","6","Strongly Agree","8","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
600,"Seg3",9,8,4,6,7,6,9,9,8,8,9,8,8,8,"French","No","Fully employed","High school diploma or certificate","Married","Male","85 to 94","$50000 to $59999","1","Yes","Strongly Agree","8","4","6","7","6","Strongly Agree","Strongly Agree","8","8","Strongly Agree","8"
601,"Seg1",9,8,9,7,7,8,5,7,9,8,9,9,9,7,"English","No","Not employed","College diploma","Living common law",,"35 to 44","$20000 to $29999","1","Yes","Strongly Agree","8","Strongly Agree","7","7","8","5","7","Strongly Agree","8","Strongly Agree","Strongly Agree"
602,"Seg6",9,9,9,9,9,8,9,8,9,8,9,8,9,9,"English","No","Employed part-time","No certificate, diploma or degree",,"Male","35 to 44","$100000 to $149999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","8","Strongly Agree","8","Strongly Agree","8"
603,"Seg8",9,7,9,8,8,6,8,7,8,6,6,9,7,7,"English","No","Fully employed","High school diploma or certificate","Single, never married, not living with a life partner",,"24 or younger","$70000 to $79999","1","Yes","Strongly Agree","7","Strongly Agree","8","8","6","8","7","8","6","6","Strongly Agree"
604,"Seg3",9,6,7,3,9,9,9,9,9,9,9,9,9,8,"French","No","Not employed","trades certificate","Single, never married, not living with a life partner","Male","24 or younger","$50000 to $59999","1","Yes","Strongly Agree","6","7","3","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
605,"Seg4",7,7,5,7,7,9,6,8,5,7,6,7,6,4,"English","No","Fully employed","No certificate, diploma or degree","Living common law","Male",,"$40000 to $49999","0","No","7","7","5","7","7","Strongly Agree","6","8","5","7","6","7"
606,"Seg7",9,5,7,8,9,7,5,9,9,9,8,9,7,5,"English","No","Fully employed","High school diploma or certificate","Married","Male","45 to 54","$50000 to $59999","0","No","Strongly Agree","5","7","8","Strongly Agree","7","5","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
607,"Seg7",8,6,6,5,8,9,7,8,9,9,9,9,9,6,"English","Yes","Employed part-time","College diploma","Married","Male","65 to 74","$20000 to $29999","0","No","8","6","6","5","8","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
608,"Seg3",8,7,7,5,8,8,9,7,9,9,9,9,9,8,,"Yes","Fully employed",,"Married","Female","35 to 44","Less than $20,000","1","Yes","8","7","7","5","8","8","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
609,"Seg6",9,9,9,6,9,7,7,9,9,7,7,9,9,9,"English","No","Fully employed","College diploma","Separated, not living with a life partner","Female","55 to 64","$200,000 or more","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","7","7","Strongly Agree","Strongly Agree","7","7","Strongly Agree"
610,"Seg1",8,9,7,7,9,7,6,7,9,9,9,9,8,7,"English","No","Not employed","High school diploma or certificate","Married","Female","45 to 54","$200,000 or more","1","Yes","8","Strongly Agree","7","7","Strongly Agree","7","6","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
611,"Seg6",9,9,9,9,9,9,9,9,9,9,8,9,9,9,"Spanish","No","Employed part-time","High school diploma or certificate",,"Male","45 to 54","Less than $20,000","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
612,"Seg3",9,9,7,6,8,9,7,8,9,9,9,8,7,7,"English","No","Employed part-time","No certificate, diploma or degree","Separated, not living with a life partner","Female","45 to 54","$40000 to $49999","1","Yes","Strongly Agree","Strongly Agree","7","6","8","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","8"
613,"Seg3",9,7,5,7,9,9,7,9,9,9,9,9,9,7,"English","No","Not employed","Bachelor's degree",,"Female","55 to 64","$30000 to $39999","1","Yes","Strongly Agree","7","5","7","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
614,"Seg6",9,8,7,8,9,9,9,9,9,7,9,9,9,8,"English","No","Fully employed","College diploma","Single, never married, not living with a life partner","Male","65 to 74","$90000 to $99999","1","Yes","Strongly Agree","8","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree"
615,"Seg6",8,8,7,9,9,9,9,9,9,6,9,9,9,8,"English","No","Fully employed","trades certificate","Separated, not living with a life partner","Male","85 to 94","$200,000 or more","1","Yes","8","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","6","Strongly Agree","Strongly Agree"
616,"Seg3",8,7,5,7,8,9,7,8,9,9,9,9,9,7,"Spanish","Yes","Employed part-time",,"Living common law","Female","24 or younger","$90000 to $99999","0","No","8","7","5","7","8","Strongly Agree","7","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
617,"Seg6",9,9,7,7,9,9,8,9,9,9,9,9,9,9,"Spanish",,"Not employed","University certificate above bachelor's degree","Married","Male","45 to 54","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","7","7","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
618,"Seg4",6,8,4,5,9,4,5,7,8,7,5,3,3,6,"German","No","Employed part-time","High school diploma or certificate","Divorced, not living with a life partner","Male","65 to 74","$100000 to $149999","0","No","6","8","4","5","Strongly Agree","4","5","7","8","7","5","3"
619,"Seg6",9,9,8,9,9,8,9,9,9,9,9,9,9,9,"Spanish",,"Fully employed","High school diploma or certificate","Living common law","Male","24 or younger","$50000 to $59999","1","Yes","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
620,"Seg7",7,4,8,5,9,8,7,9,9,9,9,9,9,7,"English","Yes","Employed part-time","trades certificate","Married","Male","35 to 44","$80000 to $89999","1","Yes","7","4","8","5","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
621,"Seg4",9,9,5,3,6,5,5,9,7,5,5,3,5,6,"English","No",,"trades certificate","Living common law","Female",,"$40000 to $49999","0","No","Strongly Agree","Strongly Agree","5","3","6","5","5","Strongly Agree","7","5","5","3"
622,"Seg6",9,8,8,9,7,8,7,8,8,9,9,8,9,8,"English","No","Employed part-time","No certificate, diploma or degree","Living common law","Female","45 to 54","$50000 to $59999","1","Yes","Strongly Agree","8","8","Strongly Agree","7","8","7","8","8","Strongly Agree","Strongly Agree","8"
623,"Seg6",9,8,7,7,9,7,9,9,9,9,9,8,9,9,"English","No","Fully employed","Master's degree","Living common law","Male","35 to 44","$40000 to $49999","1","Yes","Strongly Agree","8","7","7","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8"
624,"Seg8",9,5,8,5,9,8,5,9,8,6,8,6,8,9,"English","Yes","Employed part-time","Bachelor's degree","Divorced, not living with a life partner","Male","35 to 44","$30000 to $39999","1","Yes","Strongly Agree","5","8","5","Strongly Agree","8","5","Strongly Agree","8","6","8","6"
625,"Seg8",9,9,9,9,8,8,8,7,6,7,5,7,8,9,"English","No","Not employed","No certificate, diploma or degree","Married",,"65 to 74","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","8","7","6","7","5","7"
626,"Seg3",9,8,6,7,8,8,8,7,9,9,9,9,8,7,"Spanish","No","Fully employed","Master's degree","Living common law","Male","35 to 44","$200,000 or more","1","Yes","Strongly Agree","8","6","7","8","8","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
627,"Seg4",8,6,6,5,6,8,8,9,8,7,6,8,6,5,"English","No","Fully employed","Bachelor's degree","Married","Male","75 to 84","$70000 to $79999","0","No","8","6","6","5","6","8","8","Strongly Agree","8","7","6","8"
628,"Seg6",9,9,7,9,9,9,8,9,9,9,9,9,9,9,"English","No","Fully employed","High school diploma or certificate","Living common law","Female","25 to 34",,"1","Yes","Strongly Agree","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
629,"Seg3",9,9,6,7,9,8,7,9,9,9,8,9,7,8,"English",,"Not employed","High school diploma or certificate","Married","Male","25 to 34",,"1","Yes","Strongly Agree","Strongly Agree","6","7","Strongly Agree","8","7","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree"
630,"Seg8",9,9,9,7,9,7,4,9,8,7,9,7,9,9,"English","No","Fully employed","trades certificate","Married",,"45 to 54",,"1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree","7","4","Strongly Agree","8","7","Strongly Agree","7"
631,"Seg1",9,7,8,5,8,5,6,8,9,9,9,9,9,5,"English","No","Fully employed","High school diploma or certificate","Living common law","Male","45 to 54","Less than $20,000","1","Yes","Strongly Agree","7","8","5","8","5","6","8","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
632,"Seg6",9,9,9,9,7,7,8,7,9,9,9,9,9,7,"English","Yes","Not employed","College diploma","Widowed","Male","25 to 34","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","7","7","8","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
633,"Seg7",5,6,3,7,9,9,8,5,7,9,8,9,9,7,"English","No","Fully employed","High school diploma or certificate","Living common law","Male","65 to 74","Less than $20,000","0","No","5","6","3","7","Strongly Agree","Strongly Agree","8","5","7","Strongly Agree","8","Strongly Agree"
634,"Seg8",8,7,6,7,9,9,5,9,7,6,7,6,5,9,,"Yes","Not employed","High school diploma or certificate","Married","Male","65 to 74","$90000 to $99999","0","No","8","7","6","7","Strongly Agree","Strongly Agree","5","Strongly Agree","7","6","7","6"
635,"Seg6",9,9,9,9,9,8,9,7,9,9,9,9,9,8,"Spanish","No","Employed part-time","High school diploma or certificate","Living common law","Male","65 to 74","$80000 to $89999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","7","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
636,"Seg6",9,9,9,9,9,9,9,9,9,9,9,9,9,8,"Spanish","No","Employed part-time","No certificate, diploma or degree","Married","Female","45 to 54","$20000 to $29999","1","Yes","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
637,"Seg3",9,8,6,7,9,6,7,9,9,9,7,9,6,6,"English","No","Employed part-time","No certificate, diploma or degree","Married","Male","55 to 64","$40000 to $49999","0","No","Strongly Agree","8","6","7","Strongly Agree","6","7","Strongly Agree","Strongly Agree","Strongly Agree","7","Strongly Agree"
638,"Seg7",4,6,4,6,6,5,6,4,9,9,9,9,8,5,"English","No","Not employed","Bachelor's degree","Married","Female",,"$175,000 to $199,999,","0","No","4","6","4","6","6","5","6","4","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree"
639,"Seg8",9,9,9,8,9,4,9,9,8,7,7,8,7,8,,"Yes",,"High school diploma or certificate","Married","Female","65 to 74","$60000 to $69999","0","No","Strongly Agree","Strongly Agree","Strongly Agree","8","Strongly Agree","4","Strongly Agree","Strongly Agree","8","7","7","8"
640,"Seg3",7,7,5,9,9,8,8,9,8,9,8,9,8,8,"Spanish","No","Employed part-time","High school diploma or certificate","Widowed","Male",,"$60000 to $69999","1","Yes","7","7","5","Strongly Agree","Strongly Agree","8","8","Strongly Agree","8","Strongly Agree","8","Strongly Agree"
641,"Seg6",8,8,6,9,9,9,9,8,8,8,7,9,9,9,"French","No","Fully employed",,"Separated, not living with a life partner","Male","24 or younger","$50000 to $59999","1","Yes","8","8","6","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","8","8","8","7","Strongly Agree"
642,"Seg8",9,8,9,9,9,5,7,9,7,8,9,7,5,8,"Spanish","No","Fully employed","No certificate, diploma or degree","Divorced, not living with a life partner","Male","55 to 64","$30000 to $39999","1","Yes","Strongly Agree","8","Strongly Agree","Strongly Agree","Strongly Agree","5","7","Strongly Agree","7","8","Strongly Agree","7"
